id,MQ135,MQ3,MQ4,MQ5,MQ6,MQ8,Temp,Humidity
1,381,880,389,839,291,31,38.9,60.5
1,381,874,385,844,296,32,39,60.1
1,382,862,394,845,294,32,39,60
1,379,847,389,836,289,29,39,59.8
1,336,1211,499,752,260,16,39.1,60.2
1,368,1168,516,750,262,16,38.2,48.5
1,357,1158,528,752,262,14,38.2,51.2
1,367,1129,531,754,261,15,38.1,53.7
1,382,1111,544,767,272,18,38.1,56.1
1,387,1091,595,768,272,18,38.1,58.5
1,390,1066,546,762,271,16,38,60.7
1,400,1232,563,774,276,22,38,62.7
1,400,1038,558,770,272,18,38.1,64.4
1,409,1036,563,782,279,22,38,66
1,405,1012,555,779,279,22,38,67.5
1,417,989,539,775,309,0,38,68.80001
1,415,975,533,784,289,19,38.1,70
1,432,952,533,793,286,27,38,71.2
1,423,947,527,814,283,22,38,72.20001
1,432,944,530,794,287,29,38.1,73
1,437,941,528,800,285,29,38.1,73.9
1,441,917,522,802,287,25,38.1,74.70001
1,443,915,522,808,294,29,38.1,75.4
1,438,896,501,797,286,25,38.1,76.1
1,442,889,499,799,293,22,38.1,76.8
1,448,887,499,814,294,28,38.1,77.4
1,438,873,495,805,295,29,38.1,77.9
1,448,867,496,816,299,30,38.1,78.20001
1,444,863,495,807,301,27,38.1,78.5
1,448,853,496,816,303,29,38.1,78.9
1,417,844,496,813,303,30,38.2,79.20001
1,447,822,486,815,298,29,38.2,79.4
1,444,814,484,818,298,29,38.2,79.6
1,405,1053,498,787,290,17,38.2,80.2
1,417,1022,509,789,272,17,37.9,60.6
1,426,1008,527,794,291,17,37.9,62.8
1,423,995,521,784,285,16,37.8,64.70001
1,430,987,519,791,287,16,37.8,66.6
1,445,979,523,806,295,22,37.8,68.4
1,445,976,534,798,295,21,37.7,70.1
1,454,971,542,810,301,23,37.7,71.70001
1,447,960,543,804,295,18,37.7,73.1
1,460,954,545,819,304,25,37.7,74.4
1,464,953,547,816,304,21,37.7,75.6
1,464,946,542,823,306,27,37.7,76.6
1,461,928,523,819,301,22,37.7,77.7
1,471,933,537,832,310,30,37.7,78.6
1,473,916,518,833,306,33,37.8,79.6
1,464,992,496,830,305,29,37.8,80.4
1,471,899,494,833,307,27,37.8,81.1
1,478,897,505,845,315,32,37.9,81.8
1,474,895,506,848,318,33,37.8,82.40001
1,507,891,499,838,312,27,37.9,83
1,483,885,510,850,317,33,37.9,83.6
1,485,912,517,850,318,34,37.9,84.20001
1,489,874,509,894,320,29,38,84.7
1,483,860,506,858,320,33,38,85.2
1,483,858,484,850,320,30,38,85.6
1,480,847,475,855,317,31,38,86
1,482,848,480,866,269,31,38.1,86.50001
1,490,848,490,864,323,35,38.1,86.8
1,496,845,489,858,325,41,38.1,87.1
1,492,836,493,870,325,35,38.1,87.40001
1,487,833,476,864,326,33,38.2,87.7
1,491,827,477,878,330,37,38.2,87.9
1,495,821,483,877,331,37,38.2,88.1
1,494,843,481,880,333,37,38.2,88.20001
1,493,815,465,871,326,33,38.3,88.30001
1,487,810,450,869,327,28,38.3,88.4
1,488,805,449,879,336,38,38.3,88.5
1,494,791,447,886,334,39,38.4,88.5
1,481,780,435,884,331,38,38.4,88.6
1,318,597,527,723,281,16,38.4,88.6
1,309,656,527,720,223,11,36.6,52
1,318,687,528,725,275,13,36.5,54.1
1,317,719,528,714,278,16,36.5,56.1
1,321,740,528,720,279,15,36.5,57.9
1,330,750,528,726,282,15,36.5,59.7
1,334,748,522,731,285,16,36.6,61.2
1,334,749,511,734,286,17,36.6,62.4
1,347,748,509,735,286,18,36.6,63.6
1,338,753,509,730,287,16,36.6,64.6
1,337,740,497,762,283,17,36.7,65.5
1,350,751,504,739,285,16,36.7,66.30001
1,349,741,497,733,287,15,36.7,67.1
1,350,730,497,747,287,17,36.7,67.7
1,359,686,503,745,291,17,36.8,68.4
1,353,729,489,742,286,16,36.8,69.1
1,358,721,491,752,293,18,36.9,69.70001
1,387,720,501,752,303,20,36.9,70.2
1,365,713,480,752,294,19,37,70.70001
1,352,716,478,749,293,14,37,71.2
1,375,707,480,752,299,20,37.1,71.70001
1,377,706,475,758,297,19,37.2,72.20001
1,373,687,464,759,294,20,37.2,72.7
1,382,688,464,765,301,19,37.2,73.1
1,384,686,461,752,299,17,37.3,73.4
1,374,677,448,758,295,19,37.3,73.6
1,378,673,448,758,301,20,37.4,73.80001
1,341,558,442,720,276,169,37.5,74.1
1,341,560,431,746,276,172,37.5,58.8
1,343,468,435,725,279,176,37.5,60.7
1,347,510,437,726,279,174,37.5,62.4
1,362,573,451,701,287,176,37.5,64.1
1,363,563,448,729,284,176,37.5,65.6
1,369,576,453,719,289,176,37.5,66.9
1,368,572,450,723,289,176,37.5,68.1
1,368,563,451,735,292,181,37.5,69.1
1,374,556,453,730,294,180,37.5,69.9
1,380,569,461,734,293,183,37.6,70.70001
1,370,567,453,733,291,178,37.6,71.6
1,386,563,461,742,298,183,37.6,72.4
1,379,558,455,741,299,196,37.6,73.20001
1,394,567,462,736,302,186,37.7,73.80001
1,389,555,457,747,350,189,37.7,74.4
1,390,560,464,637,301,187,37.7,75
1,397,560,464,735,301,185,37.7,75.5
1,384,545,458,747,299,186,37.8,76.1
1,393,543,462,751,301,0,37.8,76.70001
1,387,543,449,750,297,57,37.8,77.1
1,401,553,469,751,305,62,37.9,77.5
1,401,545,469,752,308,64,37.9,78
1,394,542,451,757,307,64,38,78.5
1,407,548,473,739,309,67,38,79
1,407,546,473,752,306,64,38,79.4
1,400,533,470,764,304,75,38.1,79.70001
1,398,532,469,763,307,48,38.1,80
1,406,531,496,762,310,69,38.2,80.30001
1,423,538,478,774,309,65,38.2,80.6
1,407,531,467,757,304,64,38.2,80.80001
1,407,528,466,768,313,64,38.3,81
1,413,525,527,764,305,70,38.3,81.20001
1,403,522,465,774,306,113,38.3,81.3
1,418,528,474,763,311,117,38.4,81.4
1,406,521,541,769,307,85,38.4,81.4
1,400,511,464,775,312,115,38.4,81.6
1,336,624,358,723,270,16,38.5,81.8
1,338,598,363,726,275,16,37.6,51.7
1,353,590,355,729,277,14,37.6,54.5
1,361,573,379,731,326,16,37.6,57
1,371,574,386,734,286,16,37.6,59.4
1,368,566,382,737,275,17,37.6,61.6
1,381,577,387,726,285,16,37.6,63.6
1,384,578,382,735,285,16,37.7,65.4
1,384,587,383,736,285,0,37.7,66.9
1,394,587,379,721,289,17,37.7,68.3
1,394,603,371,746,288,18,37.7,69.6
1,400,605,367,742,285,18,37.7,70.70001
1,394,594,359,754,288,21,37.8,71.70001
1,400,609,359,750,286,16,37.8,72.6
1,400,606,366,755,291,21,37.9,73.4
1,401,609,363,762,291,21,37.9,74.20001
1,404,624,368,755,287,17,38,74.9
1,413,629,370,755,291,16,38,75.8
1,412,633,368,768,286,19,38.1,76.5
1,411,640,410,755,286,21,38.1,77.20001
1,428,645,379,769,295,23,38.1,77.9
1,410,651,373,770,294,19,38.2,78.5
1,427,662,384,775,297,26,38.2,79.20001
1,430,675,381,773,296,19,38.3,79.8
1,432,679,379,782,299,26,38.4,80.4
1,434,690,381,782,296,21,38.4,80.9
1,432,689,368,785,304,27,38.4,81.50001
1,441,706,384,785,301,26,38.5,82
1,416,725,391,784,301,27,38.6,82.40001
1,431,715,398,799,302,31,38.7,82.80001
1,432,720,387,811,297,75,38.7,83.20001
1,481,733,390,811,294,32,38.7,83.4
1,447,741,399,814,294,28,38.8,83.70001
1,448,752,406,802,304,29,38.8,83.9
1,447,755,400,821,300,29,38.9,84.20001
1,444,751,400,823,304,32,38.9,84.5
1,450,765,407,815,304,31,39,84.90001
1,454,771,405,830,302,28,39,85.30001
1,455,787,412,827,310,30,39.1,85.6
1,452,782,406,837,305,33,39.1,86
1,443,782,402,833,304,33,39.2,86.50001
1,461,804,441,839,310,33,39.2,86.70001
1,465,798,401,839,305,32,39.2,87
1,466,798,403,851,305,33,39.3,87.1
1,467,797,413,849,304,33,39.3,87.40001
1,466,801,401,855,304,38,39.4,87.6
1,470,803,397,876,305,35,39.4,87.80001
1,470,800,409,861,315,38,39.4,88.1
1,480,782,413,855,314,34,39.5,88.30001
1,398,529,381,772,285,171,39.6,88.6
1,417,546,391,775,288,173,39.3,60.7
1,411,541,395,775,282,171,39.3,62.10001
1,407,539,397,779,278,175,39.2,63.5
1,411,541,399,778,279,175,39.2,64.9
1,415,534,431,774,283,178,39.2,66.30001
1,423,537,401,775,288,178,39.2,67.7
1,423,531,286,767,290,179,39.2,69.1
1,432,534,397,767,285,178,39.2,70.5
1,432,528,391,793,289,182,39.2,71.70001
1,432,522,383,775,283,186,39.2,72.8
1,441,527,393,770,288,183,39.1,73.80001
1,443,377,389,765,295,191,39.2,74.70001
1,449,522,394,769,287,186,39.1,75.4
1,450,518,397,694,290,192,39.1,76.1
1,448,506,400,772,295,193,39.2,76.70001
1,455,508,397,769,294,194,39.2,77.3
1,448,495,385,774,300,195,39.2,78
1,456,497,383,766,295,195,39.2,78.4
1,455,495,376,771,296,201,39.2,78.7
1,453,486,368,782,290,194,39.2,79.1
1,449,471,359,777,296,197,39.2,79.4
1,451,471,353,774,297,194,39.2,79.70001
1,454,470,242,782,289,198,39.2,79.9
1,454,464,384,782,289,202,39.2,79.9
1,361,747,662,723,274,162,39.3,79.9
1,356,743,638,729,277,167,38.5,47.5
1,368,753,624,734,275,165,38.5,49.5
1,368,740,595,739,282,169,38.6,51.6
1,368,736,576,743,282,171,38.5,53.6
1,384,740,573,751,275,170,38.6,55.5
1,384,722,557,752,283,174,38.6,57.3
1,399,728,553,749,282,168,38.6,59.1
1,402,723,544,755,285,170,38.7,60.6
1,422,717,541,752,289,170,38.7,61.9
1,406,709,542,819,293,176,38.7,63.4
1,347,695,529,766,289,176,38.7,64.70001
1,423,700,530,769,289,181,38.8,65.8
1,415,688,529,773,299,178,38.9,67
1,429,690,529,778,291,183,38.9,67.9
1,433,691,528,774,300,177,39,68.5
1,432,681,523,784,300,181,39,69.3
1,440,686,533,776,301,176,39.1,70.1
1,436,672,531,777,304,182,39.1,70.8
1,448,679,530,784,304,143,39.1,71.70001
1,448,670,518,794,300,182,39.2,72.4
1,451,667,522,787,304,179,39.3,73.1
1,455,662,521,802,303,179,39.3,73.80001
1,458,659,518,793,308,181,39.4,74.5
1,458,654,510,797,307,180,39.4,75.1
1,453,640,529,746,313,185,39.5,75.6
1,464,649,576,801,313,181,39.5,76.1
1,457,639,562,815,315,187,39.6,76.6
1,466,643,560,816,315,186,39.6,77
1,465,642,556,811,315,182,39.7,77.3
1,457,625,547,817,320,188,39.7,77.6
1,470,637,551,819,320,185,39.8,77.8
1,481,567,553,823,320,187,39.8,78
1,464,622,573,811,320,192,39.8,78.3
1,461,620,583,827,321,192,39.8,78.5
1,467,624,586,825,321,196,39.9,78.80001
1,462,617,570,835,320,192,40,79
1,331,526,502,729,267,145,40,79.70001
1,319,542,498,727,272,147,38.4,48.7
1,336,563,496,734,270,145,38.3,50.4
1,336,573,485,745,268,132,38.3,52
1,333,572,480,747,272,154,38.2,53.5
1,335,572,490,739,272,151,38.2,54.7
1,335,573,478,746,273,152,38.1,55.8
1,342,579,470,752,270,150,38.1,56.8
1,336,544,466,752,273,153,38,57.8
1,340,573,466,752,274,155,38,58.7
1,345,577,443,746,273,155,38,59.7
1,352,577,462,762,272,154,38,60.6
1,347,573,459,757,274,154,38,61.5
1,354,576,450,763,272,156,37.9,62.3
1,363,582,450,771,270,154,37.9,63.1
1,356,576,393,765,276,157,37.9,63.8
1,353,574,449,770,277,158,37.9,64.4
1,361,576,449,759,275,156,37.9,64.9
1,362,571,493,770,275,157,37.9,65.6
1,369,576,476,777,272,153,37.9,66.2
1,368,571,426,768,277,157,37.9,66.9
1,368,581,400,777,163,159,38,67.5
1,368,560,382,784,272,158,38,67.9
1,368,549,379,774,277,158,38,68.20001
1,370,550,368,786,272,160,38,68.4
1,370,546,366,787,272,161,38,68.4
1,367,539,370,779,278,158,38,68.20001
1,372,539,358,791,191,155,38,68
1,367,523,355,785,274,155,38.1,68
1,368,519,341,785,272,154,38.1,67.9
1,368,506,336,784,274,164,38.1,67.6
1,368,497,330,800,271,158,38.2,67.1
1,368,496,336,797,209,156,38.2,66.70001
1,355,481,335,798,273,158,38.2,66.1
1,365,482,343,791,273,175,38.2,65.8
1,350,464,352,798,279,160,38.2,65.8
1,362,473,356,796,272,160,38.2,65.9
1,351,459,416,792,279,161,38.3,66.2
1,357,454,356,801,279,163,38.3,66.8
1,366,464,363,813,272,159,38.3,67.6
1,355,448,366,807,275,160,38.4,68.3
1,368,454,368,701,260,159,38.4,68.7
1,368,450,369,785,258,160,38.4,69.1
1,361,446,376,816,279,163,38.4,69.3
1,366,450,377,819,277,161,38.5,69.6
1,349,443,371,834,277,170,38.5,69.70001
1,373,447,384,839,280,163,38.6,70
1,373,448,398,838,289,171,38.6,70.2
1,367,435,391,845,291,175,38.6,70.70001
1,368,432,387,848,293,176,38.7,71.4
1,398,554,643,761,274,160,38.7,72.3
1,394,558,629,747,289,163,38.9,55
1,400,582,617,753,285,165,38.9,57
1,413,589,619,752,282,160,39,58.9
1,429,550,609,754,288,169,39,60.4
1,414,591,608,766,283,171,39,61.8
1,430,610,617,767,329,167,39,62.9
1,425,611,602,766,288,174,39,64.1
1,435,624,599,769,287,170,39.1,65.2
1,434,624,612,767,287,170,39.1,66.4
1,434,618,619,761,295,175,39.1,67.3
1,448,630,611,779,293,175,39.1,68.20001
1,450,633,598,775,400,174,39.1,69.1
1,446,624,590,770,302,176,39.2,70
1,450,625,582,771,301,176,39.2,70.6
1,450,629,573,784,298,175,39.2,71.2
1,454,619,563,784,304,176,39.2,71.8
1,461,623,633,785,301,179,39.3,72.3
1,464,621,568,785,298,176,39.3,72.8
1,464,609,566,784,304,175,39.3,73.4
1,459,608,553,785,304,176,39.4,73.9
1,464,597,551,798,305,179,39.4,74.5
1,464,592,547,793,307,181,39.5,75
1,469,593,546,799,297,190,39.5,75.5
1,463,580,558,787,307,179,39.5,76
1,471,582,541,802,300,177,39.6,76.4
1,450,1040,631,784,299,180,39.6,76.70001
1,433,1023,631,813,302,182,39.6,59.8
1,448,999,719,852,304,185,39.6,60.6
1,451,965,638,829,299,183,39.6,61.3
1,458,981,626,831,297,189,39.6,61.9
1,457,967,617,833,299,139,39.7,62.7
1,448,950,618,825,304,188,39.7,63.3
1,448,976,609,830,304,190,39.7,63.9
1,448,939,603,833,304,192,39.8,64.5
1,453,978,590,835,306,194,39.9,65.2
1,448,889,585,837,305,195,39.9,65.70001
1,448,912,585,839,305,179,39.9,66
1,449,903,576,839,308,194,39.9,66.30001
1,455,907,576,850,304,198,40,66.70001
1,447,887,592,843,311,199,40.1,67
1,457,889,563,851,307,202,40.1,67.4
1,453,874,554,858,305,204,40.2,67.7
1,475,876,554,854,309,201,40.2,68.1
1,453,831,539,861,317,208,40.2,68.4
1,448,850,541,861,320,203,40.3,68.6
1,451,838,530,863,319,207,40.3,68.9
1,451,837,545,862,320,208,40.4,69.20001
1,462,848,638,879,315,208,40.4,69.4
1,453,843,518,870,320,209,40.4,69.6
1,455,833,507,877,322,208,40.4,69.6
1,458,832,506,882,319,208,40.5,69.70001
1,455,827,511,881,320,210,40.6,69.9
1,451,816,506,885,320,210,40.6,69.9
1,449,817,507,894,315,208,40.6,70.1
1,449,799,490,864,325,208,40.7,70.2
1,455,795,482,899,320,210,40.7,70.4
1,448,661,484,848,318,207,40.7,70.6
1,452,778,478,906,317,209,40.7,70.9
1,455,774,482,910,320,211,40.8,71.1
1,454,772,481,906,324,208,40.8,71.1
1,448,762,480,829,242,212,40.9,71.2
1,454,759,489,918,319,209,40.9,71.30001
1,439,741,482,911,330,211,40.9,71.5
1,448,745,459,921,325,214,41,71.8
1,470,807,465,933,323,210,41,72.1
1,448,719,462,929,328,210,41.1,72.6
1,451,691,446,938,329,210,41.1,73
1,449,672,422,947,320,213,41.1,73.6
1,464,656,407,951,325,218,41.2,74.9
1,464,658,430,949,315,215,41.2,75.3
1,464,658,435,957,323,219,41.2,74.8
1,464,518,443,964,313,218,41.2,74.4
1,455,653,444,963,333,222,41.3,74.1
1,453,647,437,962,335,219,41.3,74
1,323,677,560,784,279,162,41.4,73.7
1,336,681,559,741,275,165,39.3,46.1
1,338,680,553,743,275,167,39.3,47.7
1,338,668,535,733,277,166,39.3,49
1,337,661,531,730,282,167,39.3,50.3
1,343,665,528,731,287,167,39.3,51.5
1,351,672,515,737,287,173,39.3,52.6
1,352,685,525,747,286,171,39.3,53.7
1,363,687,523,747,279,171,39.3,54.8
1,359,675,505,742,289,175,39.4,55.7
1,368,683,497,742,288,175,39.4,56.4
1,367,683,498,738,291,176,39.4,57.2
1,372,684,498,752,285,177,39.4,57.9
1,367,673,498,782,290,174,39.4,58.6
1,375,677,491,741,291,178,39.5,59.2
1,379,678,484,753,290,178,39.5,59.8
1,369,669,507,752,291,176,39.5,60.2
1,374,770,483,749,293,179,39.5,60.6
1,373,669,490,752,292,177,39.6,61.1
1,381,677,491,755,291,176,39.6,61.7
1,371,658,491,757,294,178,39.6,62.10001
1,385,656,483,754,295,184,39.7,62.6
1,384,662,492,771,291,182,39.7,63
1,384,653,496,766,294,187,39.7,63.4
1,393,651,490,768,299,187,39.7,64
1,384,656,494,776,293,186,39.8,64.4
1,385,730,486,820,299,192,39.8,64.8
1,394,657,496,783,299,190,39.8,65.1
1,384,635,487,782,302,189,39.9,65.5
1,400,641,475,784,299,195,39.9,65.6
1,365,640,478,789,301,197,39.9,65.70001
1,391,624,480,784,305,193,40,65.6
1,390,619,465,785,306,200,40,65.70001
1,404,624,464,800,303,200,40,65.70001
1,394,612,469,816,305,197,40.1,65.70001
1,400,612,457,798,305,202,40.1,65.70001
1,401,613,466,809,304,151,40.1,65.6
1,399,593,480,800,310,202,40.2,65.6
1,398,603,482,813,306,203,40.2,65.70001
1,398,599,482,816,304,205,40.2,65.8
1,400,593,477,828,320,208,40.2,66.1
1,398,675,485,763,275,155,40.2,66.4
1,404,675,483,753,278,160,39.5,54
1,406,688,496,769,273,159,39.6,55.8
1,414,695,510,771,272,163,39.6,57.4
1,427,690,510,762,283,166,39.6,58.9
1,450,688,528,766,284,162,39.6,59.9
1,429,694,528,767,283,173,39.6,61
1,426,720,528,784,274,168,39.6,62.10001
1,434,691,523,775,284,172,39.7,63.1
1,418,688,529,784,283,168,39.7,63.7
1,432,684,525,782,288,171,39.7,64.3
1,439,688,521,783,286,174,39.7,64.8
1,429,681,533,784,291,161,39.7,65.1
1,439,542,533,794,283,176,39.8,65.5
1,435,668,526,796,267,176,39.8,66.1
1,439,655,523,787,293,173,39.8,67
1,442,655,499,790,294,176,39.9,67.8
1,438,657,510,801,288,175,39.9,68.4
1,445,650,500,793,297,175,39.9,68.7
1,441,646,487,796,298,176,40,68.9
1,443,625,486,795,299,176,40,68.80001
1,438,646,496,812,295,174,40.1,68.5
1,432,635,491,814,290,176,40.1,68.7
1,440,639,495,815,334,176,40.1,69.3
1,430,627,491,805,302,176,40.1,69.8
1,446,625,485,802,303,177,40.2,70.3
1,447,623,561,810,299,178,40.2,70.70001
1,448,611,622,815,303,179,40.2,71.1
1,448,599,479,816,300,182,40.3,71.1
1,441,581,470,810,304,179,40.3,71.1
1,447,590,464,814,301,182,40.3,71.1
1,443,624,467,811,305,172,40.4,71.1
1,437,566,473,861,304,177,40.4,71.1
1,443,575,500,813,304,181,40.4,71
1,439,560,453,809,304,181,40.5,70.9
1,438,560,458,816,301,183,40.5,71
1,442,550,448,816,304,185,40.6,71.1
1,431,534,462,830,304,176,40.6,71.30001
1,434,528,462,811,305,177,40.6,71.6
1,433,501,455,822,302,161,40.6,71.9
1,432,529,450,822,304,181,40.7,72.20001
1,431,518,469,824,254,181,40.7,72.3
1,430,501,481,826,304,180,40.7,72.1
1,365,1113,651,746,275,174,40.7,71.9
1,382,1087,645,737,283,176,39.5,48.9
1,381,1040,647,749,273,191,39.5,51
1,368,1019,651,752,285,179,39.5,53
1,400,1008,643,743,289,186,39.5,55
1,401,993,641,741,290,190,39.5,56.9
1,407,991,634,746,289,192,39.5,58.5
1,404,967,681,763,291,187,39.5,59.9
1,410,973,635,752,285,196,39.6,60.8
1,418,955,614,751,283,197,39.6,61.9
1,416,942,609,752,288,204,39.6,62.8
1,426,927,592,752,292,205,39.6,63.4
1,414,883,587,767,295,202,39.6,63.8
1,423,876,565,768,296,196,39.6,63.8
1,421,829,547,767,289,210,39.7,64
1,421,807,541,768,289,211,39.7,63.9
1,427,779,574,754,292,209,39.7,64.1
1,431,761,526,766,231,213,39.7,64.3
1,417,745,533,775,298,208,39.8,63.8
1,436,737,524,780,295,210,39.8,63.5
1,418,735,499,765,302,210,39.8,63.4
1,421,736,496,758,294,218,39.9,63.6
1,405,768,639,640,299,208,39.9,63.6
1,400,750,645,769,290,208,40,63.1
1,401,745,576,755,291,208,40,61.6
1,401,624,537,758,301,198,40.1,60.3
1,386,713,528,766,293,199,40.1,59.5
1,384,703,517,763,293,197,40.1,58.9
1,387,693,502,765,293,194,40.2,58.5
1,401,689,497,763,298,192,40.2,58.2
1,390,694,485,757,289,193,40.3,57.9
1,384,677,477,759,297,188,40.3,57.8
1,386,678,467,750,298,190,40.3,57.6
1,378,681,469,747,294,190,40.4,57.4
1,398,674,463,754,290,187,40.4,57.2
1,382,666,458,743,298,183,40.5,57
1,378,657,464,752,298,172,40.5,56.9
1,380,656,465,746,298,189,40.6,56.7
1,375,658,466,877,291,180,40.6,56.5
1,376,655,462,740,294,179,40.7,56.4
1,361,651,459,694,292,178,40.7,56.4
1,366,648,464,747,290,178,40.7,56.4
1,372,642,458,742,288,176,40.8,56.4
1,367,631,459,752,289,176,40.8,56.4
1,318,539,459,688,260,146,40.9,56.3
1,323,543,415,587,267,147,39.4,48.4
1,333,556,446,688,269,148,39.3,50.2
1,327,569,447,686,261,159,39.3,51.7
1,329,562,451,688,258,158,39.3,53.4
1,348,572,439,685,265,161,39.3,54.9
1,353,569,446,687,272,161,39.2,56.5
1,353,560,450,699,270,158,39.3,57.9
1,356,560,446,699,272,161,39.3,59.2
1,354,558,444,701,273,162,39.2,60.4
1,356,560,441,699,271,163,39.2,61.7
1,374,560,432,707,274,171,39.2,62.7
1,367,554,436,699,271,172,39.2,63.7
1,373,546,429,709,272,170,39.3,64.5
1,381,553,422,695,272,173,39.3,65.4
1,385,537,423,714,274,173,39.2,66.2
1,386,546,415,702,278,176,39.3,67
1,384,538,422,714,272,176,39.3,67.7
1,384,542,453,704,275,177,39.3,68.20001
1,392,526,423,720,278,176,39.3,68.80001
1,399,523,422,720,282,174,39.3,69.1
1,400,522,415,720,286,175,39.4,69.5
1,401,519,415,723,288,176,39.4,70
1,404,522,404,720,288,176,39.4,70.5
1,399,519,405,720,287,176,39.4,71.1
1,402,503,416,725,286,180,39.4,71.70001
1,410,518,424,729,283,181,39.4,72.20001
1,405,499,422,730,292,178,39.5,72.6
1,400,497,427,724,284,182,39.5,73.1
1,416,497,425,734,294,178,39.5,73.5
1,416,507,417,722,241,185,39.5,73.9
1,410,499,417,725,289,181,39.5,74.3
1,414,491,390,742,294,179,39.6,74.5
1,409,491,414,739,290,184,39.6,74.5
1,426,493,399,742,298,176,39.6,75.3
1,426,482,397,746,299,179,39.6,75.70001
1,420,474,394,749,356,192,39.6,76.1
1,429,467,391,747,299,181,39.7,76.2
1,400,463,393,740,227,177,39.7,76.1
1,416,465,396,733,293,189,39.7,76.1
1,423,647,433,733,285,163,39.7,76.30001
1,419,650,415,735,282,169,39,53.8
1,417,672,462,731,278,173,39,55
1,433,665,528,742,288,166,39,56.5
1,425,674,483,735,285,173,38.9,58
1,421,675,496,713,286,176,39,59.60001
1,433,676,496,739,289,176,38.9,61.1
1,449,671,517,751,291,176,38.9,62.7
1,448,679,523,751,289,177,38.9,64
1,447,682,521,752,294,179,39,65.2
1,451,675,518,753,294,182,39,66.2
1,448,682,517,750,298,181,39,67.1
1,453,678,517,754,301,182,39,68.1
1,439,675,517,754,301,183,39.1,69.1
1,465,675,502,772,304,183,39.1,70.1
1,467,673,498,763,306,182,39.2,71
1,464,681,499,777,307,179,39.2,71.8
1,464,673,501,779,309,182,39.2,72.5
1,464,672,496,784,310,184,39.2,73.20001
1,464,669,496,773,307,190,39.2,73.80001
1,462,665,491,782,313,187,39.3,74.5
1,475,653,496,783,304,192,39.3,75.1
1,476,650,480,786,315,189,39.4,75.70001
1,478,652,493,790,314,187,39.4,76.2
1,460,643,496,787,309,192,39.4,76.70001
1,470,645,493,785,314,193,39.5,77.1
1,481,624,546,790,315,194,39.5,77.5
1,482,641,495,803,320,191,39.6,77.8
1,471,636,506,793,317,194,39.6,78.1
1,483,635,511,792,318,197,39.6,78.6
1,483,628,510,805,318,199,39.6,78.9
1,478,631,507,798,320,200,39.7,79.20001
1,479,640,496,815,327,196,39.7,79.5
